scope	id	formalization_status	lean_declaration	note_en
proof_goal	CHG-B15.UPCAST.04	lean_closed	PhonologicalCalculus.ContinuousHG.singular_selected_set_ne_linear_tie_face;chg_b15_upcast_04	The midpoint supplies an exact counterwitness showing that the limiting selected set is not the complete linear tie face.
proof_goal	CHG-B15.METAPROOF	lean_closed	PhonologicalCalculus.ContinuousHG.chg_b15_full_vector_optimizer_boundary_law	The integrated fixed-N package proves actual unique vector optimizers, the first-coordinate selector, vanishing of every later decrease, and every reconstructed activity limit in all registered fixed-ratio and first-order joint-path regimes.
proof_goal	CHG-B16.LAMBDA.01	lean_closed	PhonologicalCalculus.ContinuousHG.hardExponentScale_tendsto_zero	The logarithmic hard-exponent scale tends exactly to zero for every fixed positive ratio.
proof_goal	CHG-B16.ONEFOLLOWER.02	lean_closed	PhonologicalCalculus.ContinuousHG.hardExponentFollower_exp_identity;chg_b16_oneFollower_positivity_02_03	The one-follower activity has the exact registered exponential form.
proof_goal	CHG-B16.POSITIVITY.03	lean_closed	PhonologicalCalculus.ContinuousHG.hardExponentFollower_pos_iff;chg_b16_positivity_not_full_phase	Finite-exponent positivity is equivalent to the strict lower boundary and does not imply the full phase-two condition.
proof_goal	CHG-B16.SUPPORT.04	lean_closed	PhonologicalCalculus.ContinuousHG.chg_b16_support_04;hardExponentPhaseTwo_iff_generalPowerFirstZeroCell_two;hardExponentGeneralPower_supportTwo_eventually	All three registered anchors are exact, and the complete phase-two/first-zero equivalence plus eventual K_p=2 support theorem holds for every fixed positive ratio.
proof_goal	CHG-B16.NONCOMMUTE.05	lean_closed	PhonologicalCalculus.ContinuousHG.chg_b16_noncommute_05;hardExponentFollower_tendsto_zero;phaseTwo_actualFollower_tendsto_zero;chg_b16_actual_support_metric_noncommutation	The actual unique phase-two optimizer keeps its sole follower strictly positive at every admitted finite exponent while that same follower converges metrically to zero; this is no longer represented only by a one-horizon envelope anchor.
proof_goal	CHG-B16.METAPROOF	lean_closed	PhonologicalCalculus.ContinuousHG.chg_b16_unconditional_actual_hard_exponent_law;chg_b16_actualFollower_complete_asymptotic;phaseTwo_actualFollower_div_scale_tendsto_one;phaseTwoNormalizedFollower_sharp_bounds;hardExponentActualOffset_spec	The unconditional fixed-ratio theorem selects the actual eventual phase-two optimizer, proves exact support and all-horizon uniqueness, transfers the sharp logarithmic first-order law from the envelope to the actual follower, and combines it with the zero metric limit.
proof_goal	CTX-C1.PHASE.01	lean_closed	PhonologicalCalculus.Context.ctx_c1_phase_01	The two registered phase-coordinate ratios are evaluated exactly as 7/2 and 9/2.
proof_goal	CTX-C1.CENTER.02	lean_closed	PhonologicalCalculus.Context.ctx_c1_center_02	The two exact eight-edge center-support values are 0 and 1/9.
proof_goal	CTX-C1.CARRIER.03	lean_closed	PhonologicalCalculus.Context.ctx_c1_carrier_03	The registered pair has the same first-zero index and different half-phase bits, proving the two-bit carrier witness.
proof_goal	CTX-C1.GENERAL.04	lean_closed	PhonologicalCalculus.Context.ctx_c1_general_04_analytic;ctx_c1_actual_carrier_witness	The unique phase and unique boxed optimizer are derived at every span; the exact 2K-1, 2K, and 2K+1 support regimes, phase-bit sufficiency, and an objective-level necessity witness close the registered two-component carrier.
proof_goal	CTX-C2.ORDER.01	lean_closed	PhonologicalCalculus.Context.ctx_c2_order_01	The exact two-candidate directional/absolute complete-order reversal is kernel-checked.
proof_goal	CTX-C2.SHORTEST.02	lean_closed	PhonologicalCalculus.Context.ctx_c2_shortest_02	The exact K=2, u=1/4 shortest opposite-trigger separator has the registered directional and absolute center values.
proof_goal	CTX-C2.GENERAL.03	lean_closed	PhonologicalCalculus.Context.ctx_c2_general_03_analytic	The one-trigger equality and both unique-optimizer maximum-gap laws are connected at objective level, and the shortest opposite-trigger separator at K+1 follows for every admitted K at least two.
proof_goal	SEL-F1.RAYS.01	lean_closed	PhonologicalCalculus.Selection.sel_f1_rays_01	The exact finite positive-ray predicate evaluates to the registered true/false/false result.
proof_goal	SEL-F1.SPHERE.02	lean_closed	PhonologicalCalculus.Selection.integral_sphereExcludedIntegrand_exact;pairwise_probability_of_fixture_coordinate_transport;selected_probability_of_fixture_coordinate_transport;selected_probability_strictly_below_pairwise_of_fixture_coordinate_transport;sel_f1_sphere_02_of_fixture_coordinate_transport	Relative to the project-specific `RadiusTwoSphereFixtureCoordinateTransport` premise, Lean checks the antiderivative, endpoint identities, exact excluded-region integral, pairwise probability 1/4, registered selected-output arccotangent formula, and strict pairwise overcount. The premise directly supplies the two event-to-integral identities and does not identify the measure as canonical uniform/Haar.
proof_goal	SEL-F1.WITNESS.03	lean_closed	PhonologicalCalculus.Selection.sel_f1_witness_03	The radius-two witness lies in the named pairwise event but not in the complete selected-output event.
proof_goal	SEL-F1.MEASURE.04	lean_closed	PhonologicalCalculus.Selection.selectedEvent_eq_pairwise_iff_positiveRays;measure_selectedEvent_eq_pairwise_of_positiveRays;exists_open_spherical_gap_of_not_positiveRayFamily;haarSphereProbability_selected_lt_pairwise_of_not_positiveRayFamily;sel_f1_open_patch_measure_proof	Event identity holds exactly when every rival normal is a positive ray; that identity gives equal probability under every measure. Conversely, failure of the positive-ray condition for a finite family with nonzero target constructively produces a nonempty relatively open pairwise-only spherical patch and strict inequality under every admitted normalized Haar-induced full-support spherical law. No converse from equality under one arbitrary measure is asserted. The registered fixture separately records exact slacks, distinct rational angular and chordal radius fields linked by a proved metric bridge, containment, and an exact positive normalized-Haar mass object; no rational closed form for that mass is claimed.
proof_goal	SEL-F2.SCORES.01	lean_closed	PhonologicalCalculus.Selection.sel_f2_scores_01	Direct bilinear multiplication yields the registered raw intact score rows [0,20,-17,1] and [0,3,17,18] with their unique winners; no unregistered score transformation is inferred.
proof_goal	SEL-F2.EUCLIDEAN.02	lean_closed	PhonologicalCalculus.Selection.sel_f2_euclidean_02	Exact feasible projections and global quadratic lower bounds give squared onsets 361/5 and 1010/9 and positive reversed gap 1801/45.
proof_goal	SEL-F2.FROBENIUS.03	lean_closed	PhonologicalCalculus.Selection.sel_f2_frobenius_03	The induced Frobenius metric gives exact squared onsets 361/3 and 618/5 and positive reversed gap 49/15.
proof_goal	SEL-F2.COMMONLAW.04	lean_closed	PhonologicalCalculus.Selection.sel_f2_commonlaw_04;sel_f2_commonlaw_euclidean;sel_f2_commonlaw_frobenius;haarSphereProbability_open_pos;exists_positive_twoShell_reversal;sel_f2_common_twoShell_positive_reversal_euclidean;sel_f2_common_twoShell_positive_reversal_frobenius;sel_f2_common_twoShell_positive_reversal	For both registered coordinate metrics, an exact intermediate shell separates the event onsets, an exact far shell contains strict open patches for both events, and the proved two-atom mixture gives both named errors positive probability with the registered strict reversal under one common law for the compared inputs.
proof_goal	FLUX-D1.SHIFT.01	lean_closed	PhonologicalCalculus.Flux.periodicFluxGauge_shift;periodicFluxGauge_shiftEquivariant;periodicFluxGauge_strictMono	The explicit sinusoidal recoding has the registered shift law and is strictly increasing when the amplitude has absolute value below one.
proof_goal	FLUX-D1.POTENTIAL.02	lean_closed	PhonologicalCalculus.Flux.periodicFluxPotential_hasDerivAt;periodicFluxPotential_zero	The displayed potential has exactly the registered flux derivative and zero normalization.
proof_goal	FLUX-D1.REVERSAL.03	lean_closed	PhonologicalCalculus.Flux.flux_d1_reversal_03	The registered transformed-minus-baseline candidate difference has the exact closed form and is strictly negative.
proof_goal	FLUX-D1.NECESSITY.04	lean_closed	PhonologicalCalculus.Flux.flux_d1_completePathWinnerBridge;shiftEquivariant_of_completeFreeProbeWinnerEquivalence	Complete free two-edge winner-predicate equality forces the shift law only in the necessity branch; the sufficiency branch covers arbitrary free/lower/upper box paths. Both directions are relative to separate baseline and transformed exact KKT-to-winner contracts.
proof_goal	FLUX-D2.PERIOD.01	lean_closed	PhonologicalCalculus.Flux.flux_d2_period_01	The two registered loads are exactly 21 and 5 multiples of the common rational period.
proof_goal	FLUX-D2.STAR.02	lean_closed	PhonologicalCalculus.Flux.flux_d2_star_02	The registered period-one star context has exact nonzero defect -1/(2 pi).
proof_goal	FLUX-D2.RIGIDITY.03	lean_closed	PhonologicalCalculus.Flux.flux_d2_rigidity_03;incommensurate_shift_rigidity;complete_star_rigidity	The two-path branch uses complete winner probes at both loads, separate exact path-KKT contracts, continuity, F(0)=0 and irrational load ratio. The star branch uses complete star-winner equality, separate exact star-KKT contracts, continuity, oddness and nonzero load.
proof_goal	FLUX-D3.NULL.01	lean_closed	PhonologicalCalculus.Flux.flux_d3_null_01	Both registered exact ledger rows annihilate the declared nonzero three-mode coefficient vector.
proof_goal	FLUX-D3.MONOTONE.02	lean_closed	PhonologicalCalculus.Flux.flux_d3_monotone_02	The registered scaling has exact derivative lower bound 9/10, which is strictly positive.
proof_goal	FLUX-D3.UNREGISTERED.03	lean_closed	PhonologicalCalculus.Flux.flux_d3_unregistered_03	The held-out two-edge score is exactly 1/(280 pi^2) and nonzero.
proof_goal	FLUX-D3.GENERAL.04	lean_closed	PhonologicalCalculus.Flux.flux_d3_general_04;flux_d3_general_04_arbitrarily_close;finiteLedger_all_consumers_preserved;finiteLedgerGauge_completeWinnerPredicates_eq;finiteLedger_nullity_lowerBound	The K-J nullity lower bound, analytic periodic synthesis, explicit derivative-budget monotonicity, arbitrary finite-seminorm closeness, nonidentity held-out witness, exact score and deterministic-consumer preservation, and fixed-load path-winner transport are all kernel-checked at the registered ledger-relative scope.
proof_goal	FLUX-D4.SCALES.01	lean_closed	PhonologicalCalculus.Flux.flux_d4_scales_01	The drop scale is exactly p times the response scale under the registered nonzero-denominator hypotheses.
proof_goal	FLUX-D4.COEFFICIENTS.02	lean_closed	PhonologicalCalculus.Flux.flux_d4_coefficients_02	The regular- and cubic-contact coefficients are evaluated exactly as 25/2 and 8125 pi^2/12.
proof_goal	FLUX-D4.NORMALFORM.03	lean_closed	PhonologicalCalculus.Flux.lambert_normal_form_identity;lambert_normal_form_coefficient;lambert_log_slope_atTop	The Lambert defining equation yields the exact normal-form identity, exact coefficient recovery, and logarithmic-slope limit.
proof_goal	FLUX-D4.PERTURBATION.04	lean_closed	PhonologicalCalculus.Flux.flux_d4_complete_with_canonical_lambert	The response-exponent branches, all positive odd raised-cosine contacts, unique positive Lambert branch, corrected quotient balance, coefficient recovery, logarithmic slope, and ratio-one representative are checked from the registered normalized remainder. The withdrawn KKT/contact-germ-to-remainder derivation is not asserted by this proof goal.
proof_goal	FLUX-D5.FINITE.01	lean_closed	PhonologicalCalculus.Flux.flux_d5_finite_01;finiteAuditPerturbation_preserves_ledger;finiteAuditPerturbation_injective	The explicit analytic periodic primitive preserves the registered points and marginal jet while an injectively parameterized real family remains distinguishable at a held-out point.
proof_goal	FLUX-D5.RECURRENCE.02	lean_closed	PhonologicalCalculus.Flux.flux_d5_recurrence_02	The declared first-difference recurrence with terminal zero telescopes exactly to the registered powered-drop sum; no KKT derivation is claimed here.
proof_goal	FLUX-D5.IDENTITY.03	lean_closed	PhonologicalCalculus.Flux.terminalKKT_accumulatingResponse_identifies;accumulatingExactResponses_identify;flux_d5_identity_03	A shared exact terminal-recurrence response on an interior accumulating sample identifies both analytic laws throughout their common preconnected domain; every recurrence, sampling, analyticity, connectedness, and accumulation premise is explicit.
proof_goal	SUP-E1.DERIVATIVE.01	lean_closed	PhonologicalCalculus.Support.zeroLiftingRightDerivative_eq;zeroLiftingRightDerivative_zero_slopes;zeroLiftingRightDerivative_negative;sup_e1_derivative_01	The generic zero-lift right derivative, its zero-slope reduction, strict negativity, and registered exact instance are kernel-checked.
proof_goal	SUP-E1.BOUND.02	lean_closed	PhonologicalCalculus.Support.strictPositivePrefix_le_ceil_sub_one;strictPositivePrefix_registered_bound;sup_e1_bound_02	The generic strict flux inequality implies the registered ceiling bound, including its exact integer boundary instance.
proof_goal	SUP-E1.GENERAL.03	lean_closed	PhonologicalCalculus.Support.sup_e1_completeEndpointWinnerBridge;endpointWinner_supportClassification	The local lift, free/lower endpoint proof, flux recurrence, terminal and initial bounds, and exact winner predicate are composed into the complete support classification relative to the explicitly named inherited smooth-convex KKT-to-winner contract.
proof_goal	SUP-E3.ROOT.01	lean_closed	PhonologicalCalculus.Support.sup_e3_root_01;quadraticDecayRoot_mem_unitInterval;sup_e3_root_01_complete	The golden-ratio-conjugate decay root satisfies the residual equation and is the unique root of the registered minimal polynomial on [0,1/2].
proof_goal	SUP-E3.ENERGY.02	lean_closed	PhonologicalCalculus.Support.sup_e3_energy_02	The general matched-power continuation quotient reduces exactly under the declared decay equation and denominator guard.
proof_goal	SUP-E3.EXISTENCE.03	lean_closed	PhonologicalCalculus.Support.existsUnique_matchedPowerDecayRatio;matchedPower_bellman_lower_bound;matchedPower_bellman_equality_iff;matchedPower_geometric_cost_hasSum;matchedPower_global_lower_bound;matchedPower_global_equality_forces_recurrence;matchedPower_unique_global_minimizer;sup_e3_general_real_exponent	For arbitrary real p greater than one, the decay ratio exists uniquely; the sharp Bellman inequality, equality case, geometric summability, global lower bound, and equality recurrence prove existence and uniqueness of the geometric infinite minimizer on the declared finite-energy admissible class.
proof_goal	SUP-E4.COEFFICIENT.01	lean_closed	PhonologicalCalculus.Support.sup_e4_coefficient_01;sup_e4_coefficient_01_unique	The continuation coefficient is exactly identified and unique within the declared terminal-monomial equation.
proof_goal	SUP-E4.REPAIR.02	lean_closed	PhonologicalCalculus.Support.kazakhMatchedPower_parameters;sup_e4_repair_02	The repaired parameters satisfy the decay equation, coefficient 3/2, and exact five-follower geometric profile.
proof_goal	SUP-E4.TRILEMMA.03	lean_closed	PhonologicalCalculus.Support.sup_e4_trilemma_03	The linear-site exact-zero profile and matched-power positive geometric profile are both evaluated exactly.
proof_goal	SUP-E4.METAPROOF	lean_closed	PhonologicalCalculus.Support.sup_e4_general_real_exponent;matchedPower_finite_continuation_lower_bound;matchedPower_finite_equality_profile;matchedPower_continuationCoefficient_unique	Under the registered matched-decay hypotheses, every finite geometric prefix attains the horizon-independent optimum, equality forces the exact retained recurrence and profile, and the continuation coefficient is uniquely identified; SUP-E3 supplies the exact upstream real-exponent existence and global-optimality theorem.
proof_goal	MAX-G4.TIE.02	lean_closed	PhonologicalCalculus.MaxEnt.max_g4_tie_02	Exact ordered-field theorem on the physical activity interval.
proof_goal	MAX-G4.REVERSAL.01	lean_closed	PhonologicalCalculus.MaxEnt.allWeightSameInputProbabilityEqual_iff_row_eq;allWeightSameInputProbabilityOrder_iff_row_domination;max_g4_reversal_01_registered	For complete finite ledgers with equal named masses, all-weight same-input equality is exact row identity and all-weight order is coordinatewise row domination; the registered cross-input probabilities reverse exactly between activities 3/4 and 1/4 and tie at 1/2.
proof_goal	MAX-G4.MULTISET.03	lean_closed	PhonologicalCalculus.MaxEnt.allWeightCrossInputProbabilityEqual_iff_relativeMeasure_eq;max_g4_multiset_03_registered	Across complete finite positive-rational ledgers, all-weight cross-input equality is exactly equality of the multiplicity- and mass-sensitive relative-row atomic measures; the registered repeated-row counterexample evaluates exactly.
proof_goal	MAX-G4.COMPLEXITY.04	lean_closed	PhonologicalCalculus.MaxEnt.compileExecutableProperCNFSelectorCode_correct;compileDuplicateFreeExecutableProperCNFSelector_correct;compileExecutableProperCNFSelector_rowCount_le;compileExecutableProperCNFSelector_size_le;executableSelectorCompilerCost_le;compileDuplicateFreeExecutableProperCNFSelector_size_le;compiledExecutableCNFNegativeVerifier_steps_le;executableProperCNFSelectorReduction;executableCNFComplementProofWitness;ExecutableCNFConventionalBoundary;max_g4_executableCNF_conditionalCompleteness;executableSelectorNormalizationCharge_le;compileDuplicateFreeExecutableProperCNFSelectorWithCharge_le	Lean checks the concrete proper-CNF/list-table selector, exact unsatisfiability-to-order bridge, globally distinct {1,2} rows, row and object bounds, value-coupled complement verifier, and local construction, verification, normalization, and total charges. The conventional coNP consequence is itself kernel-checked as a conditional theorem whose explicit `ExecutableCNFConventionalBoundary` parameter supplies the external source-completeness and class-membership bridges; no unconditional class result is registered.
proof_goal	MAX-G5.TYPES.01	lean_closed	PhonologicalCalculus.MaxEnt.max_g5_types_01	Exact typed finite-event statement with categorical vacuity, distinct answer-sort tags, and numerical antisymmetry.
proof_goal	MAX-G5.GORDAN.02	lean_closed	PhonologicalCalculus.MaxEnt.max_g5_gordan_02;rawNonnegativeKernel_iff_normalized;normalizedKernel_disjoint_positiveRowSpace	The inherited rational Gordan--Stiemke exhaustiveness theorem is an explicit theorem parameter rather than a project axiom; Lean proves the sum-one normalization, reverse conversion, bilinear exclusivity, and the registered exclusive alternative.
proof_goal	MAX-G5.METAPROOF	lean_closed	PhonologicalCalculus.MaxEnt.max_g5_completeTypedVacuityCollapse;allCategoricalEventsEmpty_implies_allMutualImplications;allMutualProbabilityOrders_iff_differenceKernel;mutualTransportWeightRegion_eq_nonnegativeKernel;max_g5_collapse_iff_positiveRowSpace	The complete typed composition is kernel-checked: empty categorical events make every material implication true in its own sort, while attempted mutual finite-MaxEnt probability transport has exactly the nonnegative difference-kernel region and zero-only collapse exactly under the positive-row-space proof.
proof_goal	MAX-G6.ENUM.01	lean_closed	PhonologicalCalculus.MaxEnt.max_g6_enum_01	All seven registered finite-enumeration components are kernel-checked.
proof_goal	MAX-G6.CONE.02	lean_closed	PhonologicalCalculus.MaxEnt.max_g6_cone_02	The full ordered sixteen-margin ledger is nonnegative exactly on the registered two-facet cone over the positive unit cube.
proof_goal	MAX-G6.PROVENANCE.03	lean_closed	PhonologicalCalculus.MaxEnt.max_g6_provenance_03	The exact finite inventories are extensionally distinguished: 121 nonreflexive categorical implications split into 105 empty-antecedent and 16 live implications, and the complete list is not the live list. Historical interpretation of the convention difference remains source-facing rather than a kernel claim.
proof_goal	MAX-G6.METAPROOF	lean_closed	PhonologicalCalculus.MaxEnt.max_g6_completeBasicSyllableDecomposition;basicSyllableCollapseMultiplier_exact;basicSyllableMixedCone_iff_zero	The exact enumeration, live two-facet cone, strict interior witness, typed inventory distinction, explicit integer collapse multiplier, and zero-only mixed-transport cone are composed in one kernel-checked theorem.
proof_goal	MAX-G9.LAWTOENV.01	lean_closed	PhonologicalCalculus.MaxEnt.max_g9_lawtoenv_01	Exact law-equality and distinct-envelope witness.
proof_goal	MAX-G9.ENVTOLAW.02	lean_closed	PhonologicalCalculus.MaxEnt.max_g9_envtolaw_02	Exact equal-envelope and distinct-law witness with positive numerator and denominator.
proof_goal	MAX-G1.CARRIER.01	lean_closed	PhonologicalCalculus.MaxEnt.max_g1_completeRationalLedgerCarrier;rationalNamedCrossCarrier;sparseRelativeCarrier_apply;evaluateRationalNamedCrossCarrier_eq_margin	The canonical sparse cross carrier records exact labelled-row multiplicity for both complete ledgers, evaluates to the normalized probability cross-product margin, and carries named-candidate probability order exactly for positive rational base masses and positive activities.
proof_goal	MAX-G1.CLEAR.02	lean_closed	PhonologicalCalculus.MaxEnt.max_g1_completeRationalSparsePolynomialCarrier;rationalClearedIntegerPolynomial_sign_iff;rationalMinimalClearingShift_le;rationalDenominatorLCM_dvd_of_common	The support-determined exponent shift is componentwise least, the coefficient denominator LCM is least in the divisibility order, and the resulting integer multivariate polynomial has exactly the Laurent carrier's negative, zero, and positive regions on the positive activity domain.
proof_goal	MAX-G1.CLOSURE.03	lean_closed	PhonologicalCalculus.MaxEnt.max_g1_closure_03;closure_openActivityCube;continuous_nonneg_on_closure	Continuity carries nonnegativity from the open activity cube to its closure exactly.
proof_goal	MAX-G2.ANCHOR.01	lean_closed	PhonologicalCalculus.MaxEnt.compiledRelativePartitionPolynomial_eq;count_positiveAlternativeRows;count_negativeAlternativeRows;compiledRowMultiplicity_eq_natAbs_coefficient;compiledCandidateCount_eq;compiledLedgerPair_wellFormed	The coefficient-sign compiler yields finite nonempty ledgers with named zero-row candidates, positive unit base masses, exact relative-partition polynomial identity, per-exponent absolute-coefficient multiplicity, and candidate count two plus the coefficient l1 norm.
proof_goal	MAX-G2.ORDER.02	lean_closed	PhonologicalCalculus.MaxEnt.evaluateAlternativeRows_compiler_difference;compiledNamedProbability_order_iff;compiledNamedProbability_universal_order_iff	For every nonnegative activity vector, the compiled left named probability is no greater than the right named probability exactly when the source integer polynomial is nonnegative; universal quantification over any declared nonnegative domain preserves the equivalence.
proof_goal	MAX-G3.CHAIN.02	lean_closed	PhonologicalCalculus.MaxEnt.max_g3_chain_02;contraction_terminal_square_bound;contractionStrictifier_exists_negative_iff_source_zero	The exact dyadic orbit, finite perturbation bound, terminal-square inequality, strict negative witness, and converse positive-gap argument give the registered strictifier equivalence relative to the explicit inherited compact-cube minimum-gap hypothesis; no complexity classification is asserted here.
proof_goal	MAX-G3.RESIDUAL.01	lean_closed	PhonologicalCalculus.MaxEnt.boundedETRINV_satisfiable_iff_residual_zero;eval_sourceResidualPolynomial;sourceResidualPolynomial_totalDegree_le_four;sourceResidualPolynomial_coefficientL1_le	The exact affine substitution maps every bounded ETR-INV source equation to an integer residual. The canonical post-collection sum-of-squares polynomial is nonnegative, has a cube zero exactly when the source is satisfiable, evaluates to the analytic residual sum, has degree at most four, and coefficient L1 mass at most 400 times the source equation count.
proof_goal	MAX-G3.REDUCTION.03	lean_closed	PhonologicalCalculus.MaxEnt.max_g3_strictifierPolynomial_complete;compileExplicitBoundedETRINVOneHot_correct;compileExplicitBoundedETRINVOneHot_row_count_le;compileExplicitBoundedETRINVOneHot_size_polynomial;ExecutableQuarticCode.unitTarget_row_count;ExecutableQuarticCode.unitTagDimension_eq_coefficientL1;ExecutableQuarticCode.executableOneHotOrderCode_size_eq;ExecutableQuarticCode.unitTarget_row_bounds;ExecutableQuarticCode.unitTagLiftValue_allOne;ExecutableQuarticCode.unitCommon_mul_sourceValue_le_tagLift;ExecutableQuarticCode.executableOneHot_universalOrder_iff	Relative to the explicit compact-minimum foundation, the deterministic coefficient-unit compiler uses injective one-hot tags to produce globally duplicate-free unit-mass zero-named ledgers with violations in {1,...,5}. Lean proves exact equivalence between source unsatisfiability and universal target order together with the registered row-count and target-object-size bounds. No standard-machine runtime or universal-real class conclusion is part of this proof goal.
result	DATA-EN-R1	lean_closed	PhonologicalCalculus.Demonstration.data_en_r1_replay;empiricalReplay_scope_boundary;empiricalReplay_source_bindings	Lean checks the exact arithmetic of the embedded English aggregate and speaker-scenario transcriptions and their declared source-binding strings. It does not compute external digests, reopen recordings, validate corpus provenance, acoustics or annotations, or license an all-speaker or all-accent generalization.
result	DATA-PT-R1	lean_closed	PhonologicalCalculus.Demonstration.data_pt_r1_replay;empiricalReplay_scope_boundary;empiricalReplay_source_bindings	Lean checks the exact arithmetic of the embedded Portuguese decision-ledger transcription and its declared source-binding string. It does not compute the external digest, reopen recordings, validate corpus provenance, acoustics or annotations, or infer a language-wide grammar.
result	DATA-ZH-R1	lean_closed	PhonologicalCalculus.Demonstration.data_zh_r1_replay;empiricalReplay_scope_boundary;empiricalReplay_source_bindings	Lean checks the exact arithmetic of the embedded Mandarin construction-scope transcription and its declared source-binding string. It does not compute the external digest, reopen recordings, validate corpus provenance, acoustics or annotations, or select a unique Mandarin analysis.
proof_goal	DATA-EN-R1.REPLAY.01	lean_closed	PhonologicalCalculus.Demonstration.data_en_r1_replay	Exact finite replay of the embedded English decision-ledger sufficient statistics; no acoustic or provenance claim is formalized.
proof_goal	DATA-PT-R1.REPLAY.01	lean_closed	PhonologicalCalculus.Demonstration.data_pt_r1_replay	Exact finite replay of the embedded Portuguese decision-ledger sufficient statistics; no acoustic or provenance claim is formalized.
proof_goal	DATA-ZH-R1.REPLAY.01	lean_closed	PhonologicalCalculus.Demonstration.data_zh_r1_replay	Exact finite replay of the embedded Mandarin decision-ledger sufficient statistics; no acoustic or provenance claim is formalized.
proof_goal	MAX-G7.RANK.01	lean_closed	PhonologicalCalculus.MaxEnt.max_g7_rank_01;mixedRadixCode_separates_finite_support;vandermonde_moments_identify;leastInterpolationDegree_spec;exists_canonicalCollectedResponseEnumeration	Every nonempty bounded duplicate-free nonnegative-integer support receives an injective mixed-radix projection, a Vandermonde coefficient audit, and a least sufficient interpolation degree bounded by support cardinality minus one; the canonical collector separately aggregates aliases, removes zero cancellations, and enumerates the retained support injectively without changing the response.
proof_goal	MAX-G7.CONTACT.02	lean_closed	PhonologicalCalculus.MaxEnt.max_g7_contact_02_mixedGerm;mixedResponseJetZeroThrough_mul_iff_right	On a globally nonvanishing smooth denominator, Lean proves exact equivalence between the complete finite mixed jet of the normalized-law difference and the mixed jet of its cross numerator; complete positive-mass MaxEnt ledgers supply that denominator premise.
proof_goal	MAX-G7.RAY.03	lean_closed	PhonologicalCalculus.MaxEnt.max_g7_ray_03;nonseparating_projection_hides_all_moments	A generic separating-node cardinality theorem and explicit all-orders nonseparating witness establish the registered ray boundary.
proof_goal	MAX-G7.FACTORIZATION.04	lean_closed	PhonologicalCalculus.MaxEnt.max_g7_factorization_04_mixedLawJet;leastMixedInterpolationDegree_spec;nonempty_collectedCrossPresentation	For each consequence answer, the canonical collector aggregates equal exponent rows and removes zero coefficients; a complete mixed normalized-law jet through that collected support's least separating degree forces every cross numerator to vanish globally, hence all-weight law equality and pointwise positive projective fibre equivalence.
proof_goal	MAX-G8.SHARP.01	lean_closed	PhonologicalCalculus.MaxEnt.max_g8_sharp_01_polynomial;sharpContactPolynomial_exact;polynomialContactPhase_sharpMinimum;max_g8_registered_sharp_factorization	Every finite positive contact/reversal packet has the exact sharp polynomial-activity construction, full multiplicity ledger, alternating sign-variation count, minimum slice count, and the registered probability-sign factorization.
proof_goal	MAX-G8.CAPACITY.02	lean_closed	PhonologicalCalculus.MaxEnt.max_g8_capacity_02_general;exponentialResponse_zeroMultiplicity_bound	For every collected nonzero response with q distinct real exponents, exact contact multiplicities plus disjoint additional strict reversals consume at most q-1 slices, relative to the explicit inherited analytic Rolle multiplicity theorem parameter.
proof_goal	MAX-G8.BOUNDARY.03	lean_closed	PhonologicalCalculus.MaxEnt.max_g8_boundary_03_balancedInterior;balancedInterior_probability_translation	The balanced strict-interior constructor has exactly c+r+2 slices, contact multiplicity c, one balance root, r distinct simple reversals, equal zero-weight alternative mass, an exact interior audit activity, positive nonnamed projected rows, and the exact normalized probability orientation.
proof_goal	MAX-G8.CHEBYSHEV.04	lean_closed	PhonologicalCalculus.MaxEnt.max_g8_chebyshev_04_general;exponentialResponse_zeroMultiplicity_bound	Project code normalizes away the lowest rate, differentiates to remove one slice, and inducts to the q-minus-one zero-multiplicity bound; only the standard analytic Rolle multiplicity step is supplied as the explicit theorem parameter `FoundAnalyticRolleMultiplicity001`.
proof_goal	MAX-G9.CONVEX.03	lean_closed	PhonologicalCalculus.MaxEnt.max_g9_convex_03_relativeInterior;max_g9_convex_03_response_relativeInterior;max_g9_positiveMassResponseSet_eq_iff_envelope_eq;max_g9_robustSignDirections_eq_nonnegativePolar_envelope	Strictly positive finite barycentric masses fill exactly the intrinsic interior, the two-fibre difference construction preserves exact attainment, closure recovers the convex-hull envelope, response-set equality is equivalent to envelope equality, and continuous robust-sign directions equal the nonnegative polar of that envelope.
proof_goal	APP-BASIC.REUSE.01	lean_closed	PhonologicalCalculus.Application.app_basic_reuse	Exact reuse of the 121/105/16 Basic Syllable inventory.
proof_goal	APP-MCC-COMP.COUNTS.01	lean_closed	PhonologicalCalculus.Application.app_mcc_comp_allHorizon;app_mcc_comp_counts	For every positive real quadratic weight pair, the K+1-element phase carrier decodes the exact zero-extended profile and carries optimizer/profile proofs at every natural horizon; the separate registered coordinate-label inventories have exact counts 16, 11, and 46.
proof_goal	APP-MCC-COMP.PARAMETER.02	lean_closed	PhonologicalCalculus.Application.app_mcc_comp_parameter	Exact parameter-change values 9/10, 11/12, and 1/60.
proof_goal	APP-MCC-COMP.TYPE.03	lean_closed	PhonologicalCalculus.Application.app_mcc_comp_carrierGuard	Exact eleven-element lattice cardinality and distinct finite/interval carrier tags.
