proof_goal_id	result_id	formalization_status	lean_declaration	note_en
MAX-G8.CHEBYSHEV.04	MAX-G8	lean_closed	PhonologicalCalculus.MaxEnt.max_g8_chebyshev_04_general;exponentialResponse_zeroMultiplicity_bound	Project code normalizes away the lowest rate, differentiates to remove one slice, and inducts to the q-minus-one zero-multiplicity bound; only the standard analytic Rolle multiplicity step is supplied as the explicit theorem parameter `FoundAnalyticRolleMultiplicity001`.
MAX-G9.LAWTOENV.01	MAX-G9	lean_closed	PhonologicalCalculus.MaxEnt.max_g9_lawtoenv_01	Exact law-equality and distinct-envelope witness.
MAX-G9.ENVTOLAW.02	MAX-G9	lean_closed	PhonologicalCalculus.MaxEnt.max_g9_envtolaw_02	Exact equal-envelope and distinct-law witness with positive numerator and denominator.
MAX-G9.CONVEX.03	MAX-G9	lean_closed	PhonologicalCalculus.MaxEnt.max_g9_convex_03_relativeInterior;max_g9_convex_03_response_relativeInterior;max_g9_positiveMassResponseSet_eq_iff_envelope_eq;max_g9_robustSignDirections_eq_nonnegativePolar_envelope	Strictly positive finite barycentric masses fill exactly the intrinsic interior, the two-fibre difference construction preserves exact attainment, closure recovers the convex-hull envelope, response-set equality is equivalent to envelope equality, and continuous robust-sign directions equal the nonnegative polar of that envelope.
APP-BASIC.REUSE.01	APP-BASIC	lean_closed	PhonologicalCalculus.Application.app_basic_reuse	Exact reuse of the 121/105/16 Basic Syllable inventory.
APP-MCC-COMP.COUNTS.01	APP-MCC-COMP	lean_closed	PhonologicalCalculus.Application.app_mcc_comp_allHorizon;app_mcc_comp_counts	For every positive real quadratic weight pair, the K+1-element phase carrier decodes the exact zero-extended profile and carries optimizer/profile proofs at every natural horizon; the separate registered coordinate-label inventories have exact counts 16, 11, and 46.
APP-MCC-COMP.PARAMETER.02	APP-MCC-COMP	lean_closed	PhonologicalCalculus.Application.app_mcc_comp_parameter	Exact parameter-change values 9/10, 11/12, and 1/60.
APP-MCC-COMP.TYPE.03	APP-MCC-COMP	lean_closed	PhonologicalCalculus.Application.app_mcc_comp_carrierGuard	Exact eleven-element lattice cardinality and distinct finite/interval carrier tags.
APP-MCC-GRID.CONTINUUM.01	APP-MCC-GRID	lean_closed	PhonologicalCalculus.Application.app_mcc_grid	Exact global and unique continuum winner 41/42.
APP-MCC-GRID.LATTICE.02	APP-MCC-GRID	lean_closed	PhonologicalCalculus.Application.app_mcc_grid	Exhaustive exact proof that the unique winner on all eleven tenths candidates is 1.
APP-MCC-GRID.VERDICT.03	APP-MCC-GRID	lean_closed	PhonologicalCalculus.Application.app_mcc_grid	Exact continuum and lattice winners are unequal.
APP-MCC-LENGTH.ANCHORS.01	APP-MCC-LENGTH	lean_closed	PhonologicalCalculus.Application.app_mcc_length_registeredProfiles;PhonologicalCalculus.ContinuousHG.quadratic_all_horizon_registered_anchors;quadraticProfile_exact_first_zero;quadraticExtension_stable_unique_minimizer	All three registered saturated profile lists are reconstructed exactly, their first-zero indices are exact, and every longer horizon has the same unique positive prefix followed by zeros.
APP-MCC-LENGTH.ONEFOLLOWER.02	APP-MCC-LENGTH	lean_closed	PhonologicalCalculus.Application.app_mcc_length_registeredProfiles;PhonologicalCalculus.ContinuousHG.quadraticExtension_stable_unique_minimizer	The registered one-follower profile is exactly [1, 41/42], while the source's saturated fixed-weight phase has the separately checked extension-stable unique optimizer at and beyond its first-zero horizon.
DATA-EN-R1.REPLAY.01	DATA-EN-R1	lean_closed	PhonologicalCalculus.Demonstration.data_en_r1_replay	Exact finite replay of the embedded English decision-ledger sufficient statistics; no acoustic or provenance claim is formalized.
DATA-PT-R1.REPLAY.01	DATA-PT-R1	lean_closed	PhonologicalCalculus.Demonstration.data_pt_r1_replay	Exact finite replay of the embedded Portuguese decision-ledger sufficient statistics; no acoustic or provenance claim is formalized.
DATA-ZH-R1.REPLAY.01	DATA-ZH-R1	lean_closed	PhonologicalCalculus.Demonstration.data_zh_r1_replay	Exact finite replay of the embedded Mandarin decision-ledger sufficient statistics; no acoustic or provenance claim is formalized.
