"proof_id"	"result_id"	"proof_goal_id"	"declared_classification"	"proof_method"	"direct_package_dependencies"	"transitive_dependency_count"	"system_symbol_count"	"wolfram_pass"	"python_algorithm"	"python_must_check"
"CHG-B7.PHASE.02.WOLFRAM-PROOF"	"CHG-B7"	"CHG-B7.PHASE.02"	"ExhaustiveFinitePass"	"FiniteEnumerationProof"	"SecondOrderPhonologyVerification`Private`persistencePhaseBounds"	2	5	true	"FiniteEnumerationProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the declared finite domain and independently visit every member exactly once. | Recompute each predicate, partition, relation, count, or aggregate and verify completeness and duplicate-free coverage."
"CHG-B7.ASYMPTOTIC.03.WOLFRAM-PROOF"	"CHG-B7"	"CHG-B7.ASYMPTOTIC.03"	"ExactSymbolicPass"	"ExactSymbolicProof"	""	0	8	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"CHG-B8.RATIO.01.WOLFRAM-PROOF"	"CHG-B8"	"CHG-B8.RATIO.01"	"ExactSymbolicPass"	"ExactSymbolicProof"	"SecondOrderPhonologyVerification`Private`latticeAllBackStatus"	1	8	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"CHG-B8.HORIZON.02.WOLFRAM-PROOF"	"CHG-B8"	"CHG-B8.HORIZON.02"	"ExactSymbolicPass"	"ExactSymbolicProof"	""	0	9	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"CHG-B9.NORMALIZE.01.WOLFRAM-PROOF"	"CHG-B9"	"CHG-B9.NORMALIZE.01"	"ExactSymbolicPass"	"ExactSymbolicProof"	"SecondOrderPhonologyVerification`Private`normalizedPhaseDecreases"	2	10	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"CHG-B9.GAPS.02.WOLFRAM-PROOF"	"CHG-B9"	"CHG-B9.GAPS.02"	"ExactSymbolicPass"	"ExactSymbolicProof"	"SecondOrderPhonologyVerification`Private`normalizedPhaseDecreases"	2	7	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"CHG-B9.PROFILE.03.WOLFRAM-PROOF"	"CHG-B9"	"CHG-B9.PROFILE.03"	"ExactConstructivePass"	"ConstructiveWitnessProof"	"SecondOrderPhonologyVerification`Private`normalizedPhaseProfile"	4	4	true	"ConstructiveWitnessProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the explicit witness, map, profile, matrix, or counterexample. | Evaluate every defining predicate and verify that the witness has the declared type and lies in the declared domain."
"CHG-B10.MONOTONE.01.WOLFRAM-PROOF"	"CHG-B10"	"CHG-B10.MONOTONE.01"	"ExhaustiveFinitePass"	"FiniteEnumerationProof"	"SecondOrderPhonologyVerification`Private`quadraticProfile"	5	6	true	"FiniteEnumerationProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the declared finite domain and independently visit every member exactly once. | Recompute each predicate, partition, relation, count, or aggregate and verify completeness and duplicate-free coverage."
"CHG-B10.EXTENSION.02.WOLFRAM-PROOF"	"CHG-B10"	"CHG-B10.EXTENSION.02"	"ExactConstructivePass"	"ConstructiveWitnessProof"	"SecondOrderPhonologyVerification`Private`quadraticProfile"	5	15	true	"ConstructiveWitnessProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the explicit witness, map, profile, matrix, or counterexample. | Evaluate every defining predicate and verify that the witness has the declared type and lies in the declared domain."
"CHG-B10.BOUNDARY.03.WOLFRAM-PROOF"	"CHG-B10"	"CHG-B10.BOUNDARY.03"	"ExactSymbolicPass"	"ExactSymbolicProof"	"SecondOrderPhonologyVerification`Private`normalizedPhaseProfile"	4	7	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"CHG-B11.PHASE.01.WOLFRAM-PROOF"	"CHG-B11"	"CHG-B11.PHASE.01"	"ExactConstructivePass"	"ConstructiveWitnessProof"	"SecondOrderPhonologyVerification`Private`persistencePhaseBounds"	2	2	true	"ConstructiveWitnessProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the explicit witness, map, profile, matrix, or counterexample. | Evaluate every defining predicate and verify that the witness has the declared type and lies in the declared domain."
"CHG-B11.RATIO.02.WOLFRAM-PROOF"	"CHG-B11"	"CHG-B11.RATIO.02"	"ExactSymbolicPass"	"ExactSymbolicProof"	"SecondOrderPhonologyVerification`Private`quadraticSaturatedDecreases"	2	8	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"CHG-B11.TRIPLE.03.WOLFRAM-PROOF"	"CHG-B11"	"CHG-B11.TRIPLE.03"	"ExactSymbolicPass"	"ExactSymbolicProof"	""	0	17	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"CHG-B11.SCALE.04.WOLFRAM-PROOF"	"CHG-B11"	"CHG-B11.SCALE.04"	"ExactSymbolicPass"	"ExactSymbolicProof"	"SecondOrderPhonologyVerification`Private`quadraticProfile"	5	3	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"CHG-B12.SEQUENCE.01.WOLFRAM-PROOF"	"CHG-B12"	"CHG-B12.SEQUENCE.01"	"ExactSymbolicPass"	"ExactSymbolicProof"	""	0	14	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"CHG-B12.DENOMINATOR.02.WOLFRAM-PROOF"	"CHG-B12"	"CHG-B12.DENOMINATOR.02"	"ReductionProofPass"	"FiniteReductionProof"	""	0	6	true	"FiniteReductionProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Verify the explicit reduction map, its totality, restrictions, sign correspondence, uniqueness or tag clauses, and encoded size bound. | Reject a reduction that preserves only the sampled instances or only the final Boolean without its stated side conditions."
"CHG-B13.PARABOLA.01.WOLFRAM-PROOF"	"CHG-B13"	"CHG-B13.PARABOLA.01"	"ExactSymbolicPass"	"ExactSymbolicProof"	""	0	7	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"CHG-B13.DENSITY.02.WOLFRAM-PROOF"	"CHG-B13"	"CHG-B13.DENSITY.02"	"ExactSymbolicPass"	"ExactSymbolicProof"	""	0	6	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"CHG-B13.QUANTILE.03.WOLFRAM-PROOF"	"CHG-B13"	"CHG-B13.QUANTILE.03"	"ExactSymbolicPass"	"ExactSymbolicProof"	""	0	7	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"CHG-B14.REGIMES.01.WOLFRAM-PROOF"	"CHG-B14"	"CHG-B14.REGIMES.01"	"ExactConstructivePass"	"ConstructiveWitnessProof"	"SecondOrderPhonologyVerification`Private`powerConjugate"	1	4	true	"ConstructiveWitnessProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the explicit witness, map, profile, matrix, or counterexample. | Evaluate every defining predicate and verify that the witness has the declared type and lies in the declared domain."
"CHG-B14.COEFFICIENT.02.WOLFRAM-PROOF"	"CHG-B14"	"CHG-B14.COEFFICIENT.02"	"ExactSymbolicPass"	"ExactSymbolicProof"	"SecondOrderPhonologyVerification`Private`supportBirthCoefficient"	2	3	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"CHG-B14.CONTINUITY.03.WOLFRAM-PROOF"	"CHG-B14"	"CHG-B14.CONTINUITY.03"	"ExactSymbolicPass"	"ExactSymbolicProof"	"SecondOrderPhonologyVerification`Private`normalizedPhaseDecreases"	2	5	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"CHG-B15.EQUALITY.01.WOLFRAM-PROOF"	"CHG-B15"	"CHG-B15.EQUALITY.01"	"ExactSymbolicPass"	"ExactSymbolicProof"	""	0	7	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"CHG-B15.VARIATIONAL.02.WOLFRAM-PROOF"	"CHG-B15"	"CHG-B15.VARIATIONAL.02"	"ExactSymbolicPass"	"ExactSymbolicProof"	""	0	12	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"CHG-B15.PATH.03.WOLFRAM-PROOF"	"CHG-B15"	"CHG-B15.PATH.03"	"ExactSymbolicPass"	"ExactSymbolicProof"	""	0	6	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"CHG-B15.UPCAST.04.WOLFRAM-PROOF"	"CHG-B15"	"CHG-B15.UPCAST.04"	"ExactConstructivePass"	"ConstructiveWitnessProof"	""	0	7	true	"ConstructiveWitnessProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the explicit witness, map, profile, matrix, or counterexample. | Evaluate every defining predicate and verify that the witness has the declared type and lies in the declared domain."
"CHG-B16.LAMBDA.01.WOLFRAM-PROOF"	"CHG-B16"	"CHG-B16.LAMBDA.01"	"ExactSymbolicPass"	"ExactSymbolicProof"	""	0	10	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"CHG-B16.ONEFOLLOWER.02.WOLFRAM-PROOF"	"CHG-B16"	"CHG-B16.ONEFOLLOWER.02"	"ExactSymbolicPass"	"ExactSymbolicProof"	""	0	13	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"CHG-B16.SUPPORT.04.WOLFRAM-PROOF"	"CHG-B16"	"CHG-B16.SUPPORT.04"	"ExhaustiveFinitePass"	"FiniteEnumerationProof"	"SecondOrderPhonologyVerification`Private`supportIndexExact"	3	2	true	"FiniteEnumerationProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the declared finite domain and independently visit every member exactly once. | Recompute each predicate, partition, relation, count, or aggregate and verify completeness and duplicate-free coverage."
"CHG-B16.NONCOMMUTE.05.WOLFRAM-PROOF"	"CHG-B16"	"CHG-B16.NONCOMMUTE.05"	"ExactConstructivePass"	"ConstructiveWitnessProof"	""	0	13	true	"ConstructiveWitnessProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the explicit witness, map, profile, matrix, or counterexample. | Evaluate every defining predicate and verify that the witness has the declared type and lies in the declared domain."
"CTX-C1.PHASE.01.WOLFRAM-PROOF"	"CTX-C1"	"CTX-C1.PHASE.01"	"ExactSymbolicPass"	"ExactSymbolicProof"	"SecondOrderPhonologyVerification`Private`powerRatioFromPhase"	2	4	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"CTX-C1.CENTER.02.WOLFRAM-PROOF"	"CTX-C1"	"CTX-C1.CENTER.02"	"ExactConstructivePass"	"ConstructiveWitnessProof"	"SecondOrderPhonologyVerification`Private`twoTriggerCenterValue"	4	4	true	"ConstructiveWitnessProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the explicit witness, map, profile, matrix, or counterexample. | Evaluate every defining predicate and verify that the witness has the declared type and lies in the declared domain."
"CTX-C1.CARRIER.03.WOLFRAM-PROOF"	"CTX-C1"	"CTX-C1.CARRIER.03"	"ExhaustiveFinitePass"	"FiniteEnumerationProof"	""	0	6	true	"FiniteEnumerationProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the declared finite domain and independently visit every member exactly once. | Recompute each predicate, partition, relation, count, or aggregate and verify completeness and duplicate-free coverage."
"CTX-C2.ORDER.01.WOLFRAM-PROOF"	"CTX-C2"	"CTX-C2.ORDER.01"	"ExactConstructivePass"	"ConstructiveWitnessProof"	"SecondOrderPhonologyVerification`Private`absolutePathEnergy;SecondOrderPhonologyVerification`Private`directionalPathEnergy"	3	6	true	"ConstructiveWitnessProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the explicit witness, map, profile, matrix, or counterexample. | Evaluate every defining predicate and verify that the witness has the declared type and lies in the declared domain."
"CTX-C2.SHORTEST.02.WOLFRAM-PROOF"	"CTX-C2"	"CTX-C2.SHORTEST.02"	"ExactConstructivePass"	"ConstructiveWitnessProof"	"SecondOrderPhonologyVerification`Private`powerRatioFromPhase;SecondOrderPhonologyVerification`Private`quadraticProfile;SecondOrderPhonologyVerification`Private`twoTriggerCenterValue"	10	7	true	"ConstructiveWitnessProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the explicit witness, map, profile, matrix, or counterexample. | Evaluate every defining predicate and verify that the witness has the declared type and lies in the declared domain."
"FLUX-D1.SHIFT.01.WOLFRAM-PROOF"	"FLUX-D1"	"FLUX-D1.SHIFT.01"	"ExactSymbolicPass"	"ExactSymbolicProof"	"SecondOrderPhonologyVerification`Private`pathFluxDeformation"	1	7	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"FLUX-D1.POTENTIAL.02.WOLFRAM-PROOF"	"FLUX-D1"	"FLUX-D1.POTENTIAL.02"	"ExactSymbolicPass"	"ExactSymbolicProof"	"SecondOrderPhonologyVerification`Private`pathFluxDeformation;SecondOrderPhonologyVerification`Private`pathFluxPotential"	2	10	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"FLUX-D1.REVERSAL.03.WOLFRAM-PROOF"	"FLUX-D1"	"FLUX-D1.REVERSAL.03"	"ExactConstructivePass"	"ConstructiveWitnessProof"	""	0	9	true	"ConstructiveWitnessProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the explicit witness, map, profile, matrix, or counterexample. | Evaluate every defining predicate and verify that the witness has the declared type and lies in the declared domain."
"FLUX-D2.PERIOD.01.WOLFRAM-PROOF"	"FLUX-D2"	"FLUX-D2.PERIOD.01"	"ExactSymbolicPass"	"ExactSymbolicProof"	""	0	4	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
