inventory_number	source_group	textgrid_basename	cell	target_hanzi_interval_1based	target_script_character_index_1based	occurrence_ordinal_within_cell	target_hanzi	hanzi_script	analysis_split	left_context_8	immediate_previous_hanzi	immediate_next_hanzi	right_context_8	construction_scope_class	construction_subtype	scope_rule_id	scope_evidence	wu_source_location	corrected_predicted_category	original_predicted_category	original_raw_target_pinyin	original_observed_category	original_decision	corrected_decision	acoustic_frame_status	scope_assignment_uses_pinyin	scope_assignment_uses_audio
20442	SSB0385	SSB03850045.TextGrid	BARE	9	8	1	一	房地产市场进入一个新的发展阶段	development	房地产市场进入	入	个	个新的发展阶段	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
20445	SSB0385	SSB03850048.TextGrid	BARE	8	7	1	一	我还没有跑过一个马拉松比赛	development	我还没有跑过	过	个	个马拉松比赛	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
20453	SSB0385	SSB03850057.TextGrid	BARE	7	6	1	一	我凑上去和一个志愿者说能给我瓶喝吗	development	我凑上去和	和	个	个志愿者说能给我	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
20544	SSB0385	SSB03850153.TextGrid	BARE	10	9	1	一	更没有想到会经历一个人的马拉松	development	更没有想到会经历	历	个	个人的马拉松	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
20597	SSB0385	SSB03850207.TextGrid	BARE	2	1	1	一	一个企业有哪些部门	development		START	个	个企业有哪些部门	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
20684	SSB0385	SSB03850303.TextGrid	BARE	9	8	1	一	在赛事还剩不到一个月的时间	development	在赛事还剩不到	到	个	个月的时间	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
20719	SSB0385	SSB03850338.TextGrid	BARE	5	4	1	一	我继续一个人的马拉松	development	我继续	续	个	个人的马拉松	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
20757	SSB0385	SSB03850379.TextGrid	BARE	4	3	1	一	偶遇一个问路的跑者	development	偶遇	遇	个	个问路的跑者	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
20790	SSB0385	SSB03850414.TextGrid	BARE	2	1	1	一	一个是早期在南面称王	development		START	个	个是早期在南面称	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
20816	SSB0385	SSB03850441.TextGrid	BARE	8	7	1	一	在清早看看每一个标志性的北京建筑	development	在清早看看每	每	个	个标志性的北京建	CLEAR_SIMPLEX	SIMPLEX_MODIFIED_MEI	R3_REMAINING_SIMPLEX_YI_GE	visible_string=每一个; selected_一_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
20820	SSB0385	SSB03850445.TextGrid	BARE	2	1	1	一	一个超级地产梦之队就此诞生	development		START	个	个超级地产梦之队	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
20833	SSB0385	SSB03850459.TextGrid	BARE	11	10	1	一	在距离正式比赛开跑一个月的时候	development	距离正式比赛开跑	跑	个	个月的时候	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21061	SSB0393	SSB03930234.TextGrid	BARE	9	8	1	一	杰森把比较低的一个层次称为世俗层	development	杰森把比较低的	的	个	个层次称为世俗层	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21064	SSB0393	SSB03930237.TextGrid	BARE	11	10	1	一	他把胳膊放肆地搭在一个可爱的小女孩儿身上	development	把胳膊放肆地搭在	在	个	个可爱的小女孩儿	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21091	SSB0393	SSB03930265.TextGrid	BARE	13	12	1	一	来发现那个最适合我们的一个	development	那个最适合我们的	的	个	个	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21145	SSB0393	SSB03930319.TextGrid	BARE	5	4	1	一	创造了一个又一个辉煌的成绩	development	创造了	了	个	个又一个辉煌的成	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21145	SSB0393	SSB03930319.TextGrid	BARE	8	7	2	一	创造了一个又一个辉煌的成绩	development	创造了一个又	又	个	个辉煌的成绩	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21148	SSB0393	SSB03930324.TextGrid	BARE	4	3	1	一	还有一个跟刚才那个一样搞笑	development	还有	有	个	个跟刚才那个一样	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21162	SSB0393	SSB03930338.TextGrid	ORDINAL	18	14	1	一	选中下载选中第四排第一行第一个	development	中第四排第一行第	第	个	个	ORDINAL_ABSOLUTE	EXACT_DI_YI_GE	R0_EXACT_ORDINAL	selected_target_occurs_in_exact_第一个	Wu 2024 journal p.374 example (15)	YI_T1	YI_T1	yi1	YI_T1	MATCH	MATCH	ELIGIBLE_ORDINAL_FRAME	FALSE	FALSE
21349	SSB0394	SSB03940023.TextGrid	BARE	8	7	1	一	对于在场的每一个人来说	development	对于在场的每	每	个	个人来说	CLEAR_SIMPLEX	SIMPLEX_MODIFIED_MEI	R3_REMAINING_SIMPLEX_YI_GE	visible_string=每一个; selected_一_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21413	SSB0394	SSB03940093.TextGrid	BARE	6	5	1	一	因为我有一个	development	因为我有	有	个	个	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21419	SSB0394	SSB03940099.TextGrid	BARE	10	9	1	一	朗普告诉我那属于一个强大咒语	development	朗普告诉我那属于	于	个	个强大咒语	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21514	SSB0394	SSB03940207.TextGrid	BARE	2	1	1	一	一个人渴望柴火是可同情的	development		START	个	个人渴望柴火是可	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21572	SSB0394	SSB03940272.TextGrid	BARE	2	1	1	一	一个图片指南针	development		START	个	个图片指南针	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21677	SSB0394	SSB03940392.TextGrid	BARE	7	6	1	一	我不会让你一个人了	development	我不会让你	你	个	个人了	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21680	SSB0394	SSB03940395.TextGrid	BARE	4	3	1	一	发现一个击昏就行了	development	发现	现	个	个击昏就行了	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21727	SSB0394	SSB03940452.TextGrid	BARE	6	5	1	一	他是跟另一个女生在一块儿	development	他是跟另	另	个	个女生在一块儿	CLEAR_SIMPLEX	SIMPLEX_MODIFIED_LING	R3_REMAINING_SIMPLEX_YI_GE	visible_string=另一个; selected_一_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21755	SSB0394	SSB03940484.TextGrid	BARE	9	8	1	一	然后当我跑到另一个大海	development	然后当我跑到另	另	个	个大海	CLEAR_SIMPLEX	SIMPLEX_MODIFIED_LING	R3_REMAINING_SIMPLEX_YI_GE	visible_string=另一个; selected_一_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21769	SSB0394	SSB03940500.TextGrid	BARE	7	6	1	一	你知不知道一个词叫天定命运	development	你知不知道	道	个	个词叫天定命运	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21772	SSB0394	SSB03940503.TextGrid	BARE	2	1	1	一	一个从未改变	development		START	个	个从未改变	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21802	SSB0395	SSB03950028.TextGrid	BARE	9	8	1	一	怎么保证他们有一个合理的竞争是规划的重点	confirmation	怎么保证他们有	有	个	个合理的竞争是规	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21874	SSB0395	SSB03950105.TextGrid	BARE	2	1	1	一	一个小男孩儿误入球场	confirmation		START	个	个小男孩儿误入球	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21880	SSB0395	SSB03950112.TextGrid	BARE	2	1	1	一	一个伤心	confirmation		START	个	个伤心	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21896	SSB0395	SSB03950129.TextGrid	BARE	10	9	1	一	是苹果公司史上的一个里程碑	confirmation	是苹果公司史上的	的	个	个里程碑	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21924	SSB0395	SSB03950161.TextGrid	BARE	18	17	1	一	约会应用软件如今已是现代求爱术的一个正常部分	confirmation	已是现代求爱术的	的	个	个正常部分	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21984	SSB0395	SSB03950225.TextGrid	BARE	7	6	1	一	最近网络上一个视频片段被疯狂转载	confirmation	最近网络上	上	个	个视频片段被疯狂	CLEAR_SIMPLEX	SIMPLEX_SEQUENTIAL_SHANG	R3_REMAINING_SIMPLEX_YI_GE	visible_string=上一个; selected_一_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
22061	SSB0395	SSB03950311.TextGrid	BARE	3	2	1	一	但一个月仅有两个学员主动报名	confirmation	但	但	个	个月仅有两个学员	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
22146	SSB0395	SSB03950404.TextGrid	ORDINAL	6	5	1	一	第二排第一个	confirmation	第二排第	第	个	个	ORDINAL_ABSOLUTE	EXACT_DI_YI_GE	R0_EXACT_ORDINAL	selected_target_occurs_in_exact_第一个	Wu 2024 journal p.374 example (15)	YI_T1	YI_T1	yi1	YI_T1	MATCH	MATCH	ELIGIBLE_ORDINAL_FRAME	FALSE	FALSE
22218	SSB0395	SSB03950481.TextGrid	BARE	17	16	1	一	不得已她只能在飞机上站了整整十一个小时	confirmation	飞机上站了整整十	十	个	个小时	CLEAR_COMPLEX_LAST_DIGIT	COMPLEX_CARDINAL_FINAL_DIGIT	R1_COMPLEX_FINAL_DIGIT	visible_multi_digit_cardinal=十一; selected_一_is_final_digit_before_个	Wu 2024 journal p.381 example (28)	YI_T1	YI_T2	yi1	YI_T1	COUNTEREXAMPLE	MATCH	ELIGIBLE_COMPLEX_CONTROL_NOT_POOLED	FALSE	FALSE
22383	SSB0407	SSB04070181.TextGrid	BARE	3	2	1	一	我一个朋友想买那里的	development	我	我	个	个朋友想买那里的	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
22529	SSB0407	SSB04070358.TextGrid	BARE	9	8	1	一	我们可以找另外一个	development	我们可以找另外	外	个	个	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
22535	SSB0407	SSB04070365.TextGrid	BARE	4	3	1	一	它是一个上面系有我名牌的大型皮制黑蓝色行李箱	development	它是	是	个	个上面系有我名牌	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
22563	SSB0407	SSB04070405.TextGrid	BARE	15	14	1	一	我不明白为什么我嫁给了这么一个不体贴的男人	development	什么我嫁给了这么	么	个	个不体贴的男人	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
22665	SSB0415	SSB04150022.TextGrid	BARE	8	7	1	一	获得了仅剩的一个名额	development	获得了仅剩的	的	个	个名额	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
22691	SSB0415	SSB04150051.TextGrid	BARE	12	11	1	一	在农村广阔天地搭建起一个优越的平台	development	村广阔天地搭建起	起	个	个优越的平台	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
22864	SSB0415	SSB04150235.TextGrid	BARE	9	7	1	一	放首歌来听有一个地方	development	放首歌来听有	有	个	个地方	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
22891	SSB0415	SSB04150264.TextGrid	BARE	10	8	1	一	放首歌来听给我一个理由忘记	development	放首歌来听给我	我	个	个理由忘记	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
22957	SSB0415	SSB04150335.TextGrid	BARE	11	9	1	一	中国队收获的不止一个名额	development	中国队收获的不止	止	个	个名额	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
23177	SSB0426	SSB04260112.TextGrid	BARE	11	10	1	一	但夏普也计划压缩为一个月的工资	confirmation	夏普也计划压缩为	为	个	个月的工资	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
23222	SSB0426	SSB04260172.TextGrid	BARE	8	7	1	一	有关部门并无一个明确的时间表	confirmation	有关部门并无	无	个	个明确的时间表	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
