inventory_number	source_group	textgrid_basename	source_textgrid_relative_path	source_textgrid_size_bytes	source_textgrid_sha256	cell	target_hanzi_interval_1based	target_script_character_index_1based	occurrence_ordinal_within_cell	target_hanzi	hanzi_script	analysis_split	left_context_8	immediate_previous_hanzi	immediate_next_hanzi	right_context_8	construction_scope_class	construction_subtype	scope_rule_id	scope_evidence	wu_source_location	corrected_predicted_category	original_predicted_category	original_raw_target_pinyin	original_observed_category	original_decision	corrected_decision	acoustic_frame_status	scope_assignment_uses_pinyin	scope_assignment_uses_audio
18467	SSB0366	SSB03660476.TextGrid	18467/SSB03660476.TextGrid	6050	919d8b7cb79ae2f9a5aea310237500150456c2febbc7e93b6f87dbe2785b98fd	BARE	9	8	1	一	柯林看上去就像一个戴着小贝雷帽的法国佬	development	柯林看上去就像	像	个	个戴着小贝雷帽的	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
18491	SSB0366	SSB03660501.TextGrid	18491/SSB03660501.TextGrid	5528	69ce0e77cdb41ded7e63a263f01169e150b25f7925dfc203e45b286ece907b9e	BARE	15	14	1	一	然后用付费电话给他妻子打了一个电话	development	电话给他妻子打了	了	个	个电话	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
18500	SSB0375	SSB03750006.TextGrid	18500/SSB03750006.TextGrid	5079	5831cf5cb366112e48454ee51623f85997660f7b60a14448d45e58dd62e35a86	BARE	13	12	1	一	所以柯林基本上是爱上了一个概念吗	development	林基本上是爱上了	了	个	个概念吗	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
18514	SSB0375	SSB03750020.TextGrid	18514/SSB03750020.TextGrid	2423	075324f36291e33a105f7c662bf39b9489dbf39426acab4c0dc1105ecc38d71a	BARE	2	1	1	一	一个喜欢松露	development		START	个	个喜欢松露	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
18631	SSB0375	SSB03750141.TextGrid	18631/SSB03750141.TextGrid	4821	6f2112493b2b054bd3ba8a2fa305939ad73eb8d57d54c4e1b97a4e36e296cb8d	BARE	10	9	1	一	下决心在一天面对一个微型恐惧	development	下决心在一天面对	对	个	个微型恐惧	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
18753	SSB0375	SSB03750267.TextGrid	18753/SSB03750267.TextGrid	3878	7e9e9f46949ca2d7e7806887841708546585d0e1b70f74c8c58d3729dc39e5d5	BARE	4	3	1	一	少你一个平米你也看不出来	development	少你	你	个	个平米你也看不出	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
18810	SSB0375	SSB03750327.TextGrid	18810/SSB03750327.TextGrid	6287	0cf29eb828f04485ceb3d2b7e72cbe66a77ecbc58e04e008d32b9aee4981dd5b	BARE	18	17	1	一	如果报纸广告上的哪个楼盘单独印了一个房型	development	哪个楼盘单独印了	了	个	个房型	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
18847	SSB0375	SSB03750366.TextGrid	18847/SSB03750366.TextGrid	3188	2691b3ba47bf452e3c71829f755752ed445a00bd7a383f6720c9b6f22012eabc	BARE	7	6	1	一	今天我们有一个预约	development	今天我们有	有	个	个预约	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
19023	SSB0379	SSB03790052.TextGrid	19023/SSB03790052.TextGrid	4717	1f8350bb6bb64cdef6feee9bf6e8108e495b1fcdc741885fc07df77fa398c429	BARE	4	3	1	一	他下一个目标也许是这孩子的母亲	development	他下	下	个	个目标也许是这孩	CLEAR_SIMPLEX	SIMPLEX_SEQUENTIAL_XIA	R3_REMAINING_SIMPLEX_YI_GE	visible_string=下一个; selected_一_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
19131	SSB0379	SSB03790164.TextGrid	19131/SSB03790164.TextGrid	4137	a36d6417c84be5d6de5c4f5204a4efe0cf7e93653e47151e9fe578ca5acc8b98	BARE	8	7	1	一	努力让自己像一个中国公司	development	努力让自己像	像	个	个中国公司	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
19274	SSB0379	SSB03790315.TextGrid	19274/SSB03790315.TextGrid	5168	c2043df225a96a804a21025a61f05b88639a4ab5eeb3e37bdf976f546b42b3e7	BARE	9	8	1	一	这个穷人家住在一个污秽的小屋里面	development	这个穷人家住在	在	个	个污秽的小屋里面	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
19284	SSB0379	SSB03790325.TextGrid	19284/SSB03790325.TextGrid	4356	7974633e541be13ea2e275b393e34d48d2fd06a8c547e7bc4498fbadeda0949b	BARE	5	4	1	一	如果下一个被害人是你的女儿呢	development	如果下	下	个	个被害人是你的女	CLEAR_SIMPLEX	SIMPLEX_SEQUENTIAL_XIA	R3_REMAINING_SIMPLEX_YI_GE	visible_string=下一个; selected_一_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
19413	SSB0379	SSB03790461.TextGrid	19413/SSB03790461.TextGrid	3931	25640ddf4b132b7c33cc2f636c3f1ee6149afaf1ebd2c12cba123f12b6562688	BARE	7	6	1	一	唱一首爱上一个不回家的人	development	唱一首爱上	上	个	个不回家的人	CLEAR_SIMPLEX	SIMPLEX_SEQUENTIAL_SHANG	R3_REMAINING_SIMPLEX_YI_GE	visible_string=上一个; selected_一_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
19498	SSB0380	SSB03800042.TextGrid	19498/SSB03800042.TextGrid	5532	0d9ce881df434d0bfce40739f53d32d8a645dc6a2b9606a9c2517bc6ac30efcf	BARE	9	8	1	一	然后他们发现了一个聪明的办法来分析	development	然后他们发现了	了	个	个聪明的办法来分	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
19598	SSB0380	SSB03800146.TextGrid	19598/SSB03800146.TextGrid	3513	b2e5473afcf60baa39bff7428cc37dc1bca9589fda345f6a631bf9b605ccf39e	BARE	5	4	1	一	清晰是一个传奇的东西	development	清晰是	是	个	个传奇的东西	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
19628	SSB0380	SSB03800178.TextGrid	19628/SSB03800178.TextGrid	3758	6c25091e026a57ada22b11df82c6ba3d343c71158ea8d14d85d13838db06b3ae	BARE	7	6	1	一	但我准备做一个蕾丝头饰	development	但我准备做	做	个	个蕾丝头饰	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
19644	SSB0380	SSB03800194.TextGrid	19644/SSB03800194.TextGrid	3827	916ef661e61302b27b89f9abe8a6d67594612caf1e24715cf5ad02b3ecdb0a51	BARE	10	9	1	一	我会带着这里的每一个矮人	development	我会带着这里的每	每	个	个矮人	CLEAR_SIMPLEX	SIMPLEX_MODIFIED_MEI	R3_REMAINING_SIMPLEX_YI_GE	visible_string=每一个; selected_一_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
19651	SSB0380	SSB03800201.TextGrid	19651/SSB03800201.TextGrid	2307	296bebbedb1d31552fe3cf9300f8a4ed3ad0a6425d4f6fb49902bf355a6d0ea4	BARE	5	4	1	一	我订到一个位	development	我订到	到	个	个位	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
19862	SSB0380	SSB03800419.TextGrid	19862/SSB03800419.TextGrid	4499	dd69eaf258a07a1bea3e0c04881917c4c7c37e75f8389bbc4dc5088174c12034	BARE	7	6	1	一	如果统一用一个城市的刷卡器具	development	如果统一用	用	个	个城市的刷卡器具	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
19878	SSB0380	SSB03800435.TextGrid	19878/SSB03800435.TextGrid	2244	66ab92d58514a18b5d07c57999822f6f1a5b28c086c5f53a31ccfed29f9b1bfd	BARE	3	2	1	一	上一个文件	development	上	上	个	个文件	CLEAR_SIMPLEX	SIMPLEX_SEQUENTIAL_SHANG	R3_REMAINING_SIMPLEX_YI_GE	visible_string=上一个; selected_一_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
19904	SSB0380	SSB03800462.TextGrid	19904/SSB03800462.TextGrid	6810	07b352f9258b44ec7a3a7eb82a9aebede7c152055be898ad33625c5f6b43650f	BARE	12	11	1	一	为什么我们会选择这样一个愚蠢的名字仍是一个谜	development	么我们会选择这样	样	个	个愚蠢的名字仍是	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
19904	SSB0380	SSB03800462.TextGrid	19904/SSB03800462.TextGrid	6810	07b352f9258b44ec7a3a7eb82a9aebede7c152055be898ad33625c5f6b43650f	BARE	21	20	2	一	为什么我们会选择这样一个愚蠢的名字仍是一个谜	development	个愚蠢的名字仍是	是	个	个谜	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
19919	SSB0380	SSB03800477.TextGrid	19919/SSB03800477.TextGrid	3737	64365cd3bbf3c3ef74effe6fa187c19f64aa41c69c1d34a69def74c7a447aa72	BARE	10	9	1	一	小暗的听一首歌念一个人	development	小暗的听一首歌念	念	个	个人	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
19924	SSB0380	SSB03800482.TextGrid	19924/SSB03800482.TextGrid	2795	c92b8f92a0367c49935b3ce10ceb3db7aa7b04237007411e3a89c8f0db59c029	BARE	4	3	1	一	他是一个儒雅巨人	development	他是	是	个	个儒雅巨人	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
20055	SSB0382	SSB03820109.TextGrid	20055/SSB03820109.TextGrid	3948	fbb923d371ce655e12fa7d54dd74fd611c74d06b88d0af4355b835d72a2e96d5	BARE	7	6	1	一	购房者要有一个适应的过程	confirmation	购房者要有	有	个	个适应的过程	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
20103	SSB0382	SSB03820162.TextGrid	20103/SSB03820162.TextGrid	4833	f753cb1f86070653192099d1a9dba9d4b5a54371561cde7e3d85e76843a38416	BARE	7	6	1	一	信息时报讯一个月前来学校参观	confirmation	信息时报讯	讯	个	个月前来学校参观	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
20108	SSB0382	SSB03820167.TextGrid	20108/SSB03820167.TextGrid	7371	15e14b0dbf02bad75027fb9912a7a8595a8ccc8190c220ad97c995286b116f1a	BARE	18	16	1	一	爱立信和沃尔沃用两年时间打造了一个车联网云平台	confirmation	用两年时间打造了	了	个	个车联网云平台	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
20149	SSB0382	SSB03820213.TextGrid	20149/SSB03820213.TextGrid	4596	fb752a53c76df3441a0e09366b7edc550fd6b8a325f2490a0bac917c3aafd852	BARE	6	5	1	一	房地产是一个回报率最高的行业	confirmation	房地产是	是	个	个回报率最高的行	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi1	YI_T1	COUNTEREXAMPLE	COUNTEREXAMPLE	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
20174	SSB0382	SSB03820242.TextGrid	20174/SSB03820242.TextGrid	3632	f25e29617314e37ed1c9bb2f9763e8d425bb4b77bcded67c01a72375f68261fe	BARE	7	6	1	一	带泪的鱼的一个人唱情歌	confirmation	带泪的鱼的	的	个	个人唱情歌	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
20406	SSB0385	SSB03850008.TextGrid	20406/SSB03850008.TextGrid	4077	ee8c91074d1b9a6f53d64867488360af3a910bf440f98b84aa5a2c0acc32b232	BARE	6	5	1	一	怎么冒出一个没有赛牌的跑者	development	怎么冒出	出	个	个没有赛牌的跑者	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
20420	SSB0385	SSB03850023.TextGrid	20420/SSB03850023.TextGrid	4306	eb494bc29773bd795d9e51d112dbf312602316ccf6b9026e5a8111564a62083e	BARE	6	5	1	一	我却有过一个人的马拉松经历	development	我却有过	过	个	个人的马拉松经历	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
20421	SSB0385	SSB03850024.TextGrid	20421/SSB03850024.TextGrid	3137	ed41adf23fbc5e3b987fa021eba22e02c9646018a518ab7d15b688903aba6f8b	BARE	4	3	1	一	后期一个在住宅称王	development	后期	期	个	个在住宅称王	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
20442	SSB0385	SSB03850045.TextGrid	20442/SSB03850045.TextGrid	5252	4d80ae29dbe7d8f542e2dbaa41150005912809a4b912b2f4579162516bfff3dc	BARE	9	8	1	一	房地产市场进入一个新的发展阶段	development	房地产市场进入	入	个	个新的发展阶段	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
20445	SSB0385	SSB03850048.TextGrid	20445/SSB03850048.TextGrid	4137	d6b8a4699ff8ce6f555a5fdc172da0eac23c3d3a1b1ce87cfaebee80b40ea78b	BARE	8	7	1	一	我还没有跑过一个马拉松比赛	development	我还没有跑过	过	个	个马拉松比赛	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
20453	SSB0385	SSB03850057.TextGrid	20453/SSB03850057.TextGrid	5539	785803b106162133f56176cb459c5ec5094ea050974bc7e22cc4b3f778abb8f1	BARE	7	6	1	一	我凑上去和一个志愿者说能给我瓶喝吗	development	我凑上去和	和	个	个志愿者说能给我	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
20544	SSB0385	SSB03850153.TextGrid	20544/SSB03850153.TextGrid	4960	d9f4ab4825b9a4356817c74394b6c040953f1dcbc3c4a6e70fe1217ec7bca15b	BARE	10	9	1	一	更没有想到会经历一个人的马拉松	development	更没有想到会经历	历	个	个人的马拉松	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
20597	SSB0385	SSB03850207.TextGrid	20597/SSB03850207.TextGrid	3115	15286608eccaf190f91f882b30a69d0b62006f3927c6d5a8596f0bb8d2211718	BARE	2	1	1	一	一个企业有哪些部门	development		START	个	个企业有哪些部门	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
20684	SSB0385	SSB03850303.TextGrid	20684/SSB03850303.TextGrid	4172	72b3edb9b289b5b141dd458d3b86fa71aa9b522723c1d21b9d4002f790228c17	BARE	9	8	1	一	在赛事还剩不到一个月的时间	development	在赛事还剩不到	到	个	个月的时间	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
20719	SSB0385	SSB03850338.TextGrid	20719/SSB03850338.TextGrid	3363	3ab04ec324f932efbfda0890cadcadac76a39279f69656d8159f7e642bb6c960	BARE	5	4	1	一	我继续一个人的马拉松	development	我继续	续	个	个人的马拉松	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
20757	SSB0385	SSB03850379.TextGrid	20757/SSB03850379.TextGrid	2935	3c56360d8291c0c404ae8c05f07ef748352d529759d1de83e43c193eee469663	BARE	4	3	1	一	偶遇一个问路的跑者	development	偶遇	遇	个	个问路的跑者	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
