outer_fold,root,stratum,inner_fold
4,weswese,FF|true,2
4,wezipe,FF|true,2
4,wizantiye,BF|true,0
4,xala,BB|true,0
4,xende,FF|true,1
4,xensuche,BF|false,1
4,xenzuche,BF|false,2
4,xerite,FF|true,2
4,xese,FF|true,2
4,xetme,FF|true,1
4,xetne,FF|true,1
4,xezine,FF|true,2
4,xitayche,BF|true,1
4,xoncha,BB|false,1
4,xorma,BB|false,0
4,xromosoma,BB|false,0
4,xuda,BB|false,0
4,xulase,BF|false,1
4,yadname,BF|true,1
4,yala,BB|true,2
4,yara,BB|true,2
4,yataqxana,BB|true,1
4,yekshenbe,FF|true,0
4,yilname,BF|true,0
4,yollanma,BB|false,2
4,yunanche,BF|false,0
4,zona,BB|false,0
4,énsiklopédiye,BF|false,1
4,özre,FF|false,2
4,üsküne,FF|false,0
4,üstqurulma,BB|false,1
