"inventory_number"	"cell"	"target_hanzi_interval_1based"	"occurrence_ordinal_within_cell"	"construction_scope_class"	"original_predicted_category"	"original_observed_category"	"original_decision"	"corrected_predicted_category"	"corrected_decision"
23839	"ORDINAL"	10	1	"ORDINAL_ABSOLUTE"	"YI_T1"	"YI_T1"	"MATCH"	"YI_T1"	"MATCH"
23938	"BARE"	6	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
23960	"BARE"	5	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
23963	"BARE"	4	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
24053	"BARE"	10	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
24115	"BARE"	6	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
24119	"BARE"	16	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
24175	"BARE"	6	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
24320	"BARE"	4	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_OTHER_TONE"	"COUNTEREXAMPLE"	"YI_T2"	"COUNTEREXAMPLE"
24330	"BARE"	5	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
24395	"BARE"	5	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
24457	"BARE"	14	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
24516	"BARE"	9	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
24555	"BARE"	5	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
24571	"BARE"	3	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
24758	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
24769	"BARE"	3	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
24805	"BARE"	9	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
24839	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
25142	"BARE"	5	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
25204	"BARE"	9	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
25219	"BARE"	3	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
25220	"BARE"	6	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
25244	"BARE"	3	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
25306	"BARE"	15	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
25393	"BARE"	11	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
25641	"BARE"	12	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
25743	"BARE"	3	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
25757	"BARE"	2	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
25761	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
25814	"BARE"	2	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
25829	"BARE"	4	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
25874	"BARE"	10	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
25890	"BARE"	16	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
25906	"BARE"	2	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
25974	"ORDINAL"	3	1	"ORDINAL_ABSOLUTE"	"YI_T1"	"YI_T1"	"MATCH"	"YI_T1"	"MATCH"
26050	"BARE"	10	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
26172	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
26187	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
26199	"BARE"	3	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
26281	"BARE"	6	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
26389	"BARE"	5	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
26397	"BARE"	3	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
26526	"BARE"	6	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
26573	"BARE"	8	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
26580	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
26595	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
27075	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
27090	"BARE"	8	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
27166	"BARE"	9	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
27314	"BARE"	9	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
27320	"BARE"	14	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
27452	"BARE"	9	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
27475	"BARE"	4	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
27607	"BARE"	2	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
27740	"BARE"	17	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T1"	"COUNTEREXAMPLE"	"YI_T2"	"COUNTEREXAMPLE"
27761	"BARE"	10	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
27961	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
28059	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
28213	"BARE"	2	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
28240	"BARE"	15	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
28247	"BARE"	9	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
28267	"BARE"	11	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
28304	"BARE"	6	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
28375	"BARE"	3	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
28428	"BARE"	3	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
28438	"BARE"	15	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
28837	"BARE"	4	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
28927	"BARE"	4	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
28937	"BARE"	9	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
28996	"ORDINAL"	3	1	"ORDINAL_ABSOLUTE"	"YI_T1"	"YI_T1"	"MATCH"	"YI_T1"	"MATCH"
29005	"BARE"	4	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
29082	"BARE"	2	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
29374	"BARE"	15	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
29459	"BARE"	2	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
29466	"BARE"	3	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
29669	"BARE"	17	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
29734	"BARE"	10	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
29751	"BARE"	5	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
29924	"BARE"	5	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
29969	"BARE"	5	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
29999	"BARE"	8	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
30054	"BARE"	11	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
30079	"BARE"	3	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
30118	"BARE"	9	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
30202	"BARE"	8	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
30290	"BARE"	8	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
30313	"BARE"	9	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T1"	"COUNTEREXAMPLE"	"YI_T2"	"COUNTEREXAMPLE"
30531	"BARE"	10	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
30643	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
30725	"BARE"	10	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
30841	"BARE"	4	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
30894	"BARE"	14	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
30921	"BARE"	4	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
31017	"BARE"	15	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
31174	"BARE"	5	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
31545	"BARE"	12	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
31580	"BARE"	3	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
31930	"BARE"	17	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
32083	"BARE"	9	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
32105	"BARE"	5	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
32282	"BARE"	11	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
32305	"BARE"	5	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
32312	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
32358	"BARE"	3	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
32367	"BARE"	14	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
32405	"ORDINAL"	15	1	"ORDINAL_ABSOLUTE"	"YI_T1"	"YI_T1"	"MATCH"	"YI_T1"	"MATCH"
32472	"BARE"	11	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
32590	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
32830	"BARE"	5	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
32834	"BARE"	5	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
32852	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
33124	"BARE"	8	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
33152	"BARE"	16	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
33263	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
33263	"BARE"	17	2	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
33295	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
33319	"BARE"	4	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
33333	"BARE"	12	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
33364	"BARE"	2	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
33394	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
33410	"BARE"	4	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
33478	"BARE"	4	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
33496	"BARE"	11	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
33602	"BARE"	11	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
33726	"BARE"	4	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
33730	"BARE"	4	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
33828	"BARE"	11	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
33950	"BARE"	3	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
33990	"BARE"	17	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
34087	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
34090	"BARE"	2	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
34183	"BARE"	2	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
34223	"BARE"	12	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
34273	"BARE"	6	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
34291	"ORDINAL"	8	1	"ORDINAL_ABSOLUTE"	"YI_T1"	"YI_T1"	"MATCH"	"YI_T1"	"MATCH"
34402	"BARE"	4	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
34597	"BARE"	4	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_OTHER_TONE"	"COUNTEREXAMPLE"	"YI_T2"	"COUNTEREXAMPLE"
34599	"BARE"	4	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
34686	"BARE"	3	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
34819	"BARE"	8	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
34822	"BARE"	19	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
34891	"BARE"	14	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
34951	"BARE"	4	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
34979	"BARE"	9	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
35037	"BARE"	2	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
35194	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
35198	"BARE"	11	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
35229	"BARE"	5	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
35257	"BARE"	16	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
35289	"BARE"	18	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
35434	"BARE"	4	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
35439	"BARE"	13	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
35456	"BARE"	10	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
35554	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
35754	"BARE"	2	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
35836	"BARE"	2	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
35873	"BARE"	12	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
36096	"BARE"	4	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
36195	"BARE"	8	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
36272	"BARE"	8	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
36334	"BARE"	2	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
36342	"BARE"	5	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
36663	"BARE"	4	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
36669	"ORDINAL"	10	1	"ORDINAL_ABSOLUTE"	"YI_T1"	"YI_T1"	"MATCH"	"YI_T1"	"MATCH"
36690	"ORDINAL"	5	1	"ORDINAL_ABSOLUTE"	"YI_T1"	"YI_T1"	"MATCH"	"YI_T1"	"MATCH"
36701	"BARE"	9	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
36725	"BARE"	6	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
36835	"BARE"	2	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
36855	"BARE"	6	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
36922	"BARE"	5	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
36950	"BARE"	6	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
37061	"BARE"	6	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
37070	"BARE"	2	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
37200	"BARE"	5	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
37244	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
37258	"BARE"	14	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
37312	"BARE"	17	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
37538	"BARE"	6	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
37661	"BARE"	11	1	"AMBIGUOUS_OR_OUTSIDE_SCOPE"	"YI_T2"	"YI_T2"	"MATCH"	"NO_PREDICTION"	"NO_CONCLUSION_SCOPE"
37765	"BARE"	2	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
37886	"BARE"	6	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
37887	"BARE"	4	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
38019	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
38055	"BARE"	2	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
38095	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
38197	"BARE"	2	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
38200	"BARE"	8	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
38211	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
38330	"BARE"	2	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
38330	"BARE"	6	2	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
38586	"BARE"	10	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
38621	"BARE"	5	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
38679	"BARE"	3	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
38772	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
38796	"BARE"	11	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
38953	"BARE"	15	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
39016	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
39029	"BARE"	15	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
39080	"ORDINAL"	19	1	"ORDINAL_ABSOLUTE"	"YI_T1"	"YI_T1"	"MATCH"	"YI_T1"	"MATCH"
39108	"BARE"	19	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
39153	"BARE"	9	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
39262	"BARE"	8	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
39291	"BARE"	6	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
39307	"BARE"	11	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
